"ID";"cong";"billnum";"h_or_sen";"major";"text"
236;107;4734;"HR";21;"To expand Alaska Native contracting of Federal land management functions and activities and to promote hiring of Alaska Natives by the Federal Government within the State of Alaska, and for other purposes."
237;107;4735;"HR";13;"To reauthorize and improve the program of block grants to States for temporary assistance for needy families, improve access to quality child care, and for other purposes."
238;107;4736;"HR";21;"To direct the Secretary of the Interior to conduct a study of Coltsville in the State of Connecticut for potential inclusion in the National Park System, and for other purposes."
239;107;4737;"HR";13;"To reauthorize and improve the program of block grants to States for temporary assistance for needy families, improve access to quality child care, and for other purposes."
240;107;4738;"HR";17;"To facilitate the ability of certain spectrum auction winners to pursue alternative measures required in the public interest to meet the needs of wireless telecommunications consumers."
241;107;4739;"HR";21;"To amend the Reclamation Wastewater and Groundwater Study and Facilities Act to authorize the Secretary of the Interior to participate in the design, planning, and construction of a project to reclaim and reuse wastewater within and outside of"
242;107;4740;"HR";7;"To require the Secretary of the Interior to establish a national research program to address the animal disease known as chronic wasting disease, which is afflicting wild deer and elk herds in many States, and for other purposes."
243;107;4741;"HR";3;"To amend title XVIII of the Social Security Act to provide affordable prescription drugs to low-income Medicare beneficiaries and stop-loss prescription drug coverage for all Medicare beneficiaries."
244;107;4742;"HR";17;"To restore a vision for the United States human space flight program by instituting a series of incremental goals that will facilitate the scientific exploration of the solar system and aid in the search for life elsewhere in the universe, and"
245;107;4743;"HR";13;"To amend title II of the Social Security Act to credit prospectively individuals serving as caregivers of dependent relatives with deemed wages for up to five years of such service."
246;107;4744;"HR";7;"To make it more likely that the cleanup and closure of the Rocky Flats Environmental Technology Site will be completed on or before December 15, 2006."
247;107;4745;"HR";3;"To provide for the geographic reclassification of a county for purposes of equitable hospital payment rates under the Medicare Program."
248;107;4746;"HR";12;"To assess the extent of the backlog in DNA analysis of rape kit samples, and to improve investigation and prosecution of sexual assault cases with DNA evidence."
249;107;4747;"HR";21;"To direct the Secretary of the Interior to study certain sites in the historic district of Beaufort, South Carolina, relating to the Reconstruction Era to assess the suitability and feasibility of designating the study area as a unit of the Nat"
250;107;4748;"HR";21;"To modify the requirements applicable to locatable minerals on public domain lands, consistent with the principles of self-initiation of mining claims, and for other purposes."
251;107;4749;"HR";7;"To reauthorize the Magnuson-Stevens Fishery Conservation and Management Act, and for other purposes."
252;107;4750;"HR";7;"To designate certain lands in the State of California as components of the National Wilderness Preservation System, and for other purposes."
253;107;4751;"HR";3;"To amend title XVIII of the Social Security Act to provide for a voluntary outpatient prescription drug benefit program."
254;107;4752;"HR";3;"To amend title XVIII of the Social Security Act to prohibit physicians and other health care practitioners from charging a membership or other incidental fee (or requiring purchase of other items or services) as a prerequisite for the provision"
255;107;4753;"HR";4;"To replace the existing Federal tobacco program with a federally chartered corporation to ensure the stability of the price and supply of domestically produced tobacco, to compensate quota holders for the loss of tobacco quota asset value, to p"
256;107;4754;"HR";15;"To establish a National Drought Council within the Federal Emergency Management Agency, to improve national drought preparedness, mitigation, and response efforts, and for other purposes."
257;107;4755;"HR";20;"Clarence Miller Post Office Building."
258;107;4756;"HR";15;"To amend the Internal Revenue Code of 1986 to impose a moratorium on the ability of United States corporations to avoid the United States income tax by reincorporating in a foreign country."
259;107;4757;"HR";12;"To improve the national instant criminal background check system, and for other purposes."
260;107;4758;"HR";1;"To provide a responsible increase in the debt limit, restore fiscal discipline, and safeguard Social Security."
261;107;4759;"HR";21;"To ratify the Governors Island National Monument and the boundaries thereof, and for other purposes."
262;107;4760;"HR";20;"To amend title 5, United States Code, to provide that service performed by an air traffic controller who is transferred or promoted to a supervisory or staff position continue to be treated as controller service for retirement purposes."
263;107;4761;"HR";10;"To reform the safety practices of the railroad industry, to prevent railroad fatalities, injuries, and hazardous materials releases, and for other purposes."
264;107;4762;"HR";5;"To amend the Fair Labor Standards Act of 1938 to require payment of at least the minimum wage to certain drivers for all hours worked as a condition of exempting such drivers from overtime requirements."
265;107;4763;"HR";12;"To amend chapter 55 of title 5, United States Code, to exclude availability pay for criminal investigators from the limitation on premium pay; to modify levels of special pay adjustments for Federal law enforcement officers in certain cities, a"
266;107;4764;"HR";3;"To amend title XXI of the Social Security Act to require the Secretary of Health and Human Services to make grants to promote innovative outreach and enrollment efforts under the State children's health insurance program, and for other purposes"
267;107;4765;"HR";8;"To reinstate the license and extend commencement of construction deadlines for the Carlyle Hydroelectric Project in the State of Illinois, and for other purposes."
268;107;4766;"HR";21;"To declare the existence of a fire risk emergency for the Beaver Park Roadless Area and Norbeck Wildlife Preserve of the Black Hills National Forest in the State of South Dakota, to direct the Secretary of Agriculture to endeavor to use expedit"
269;107;4767;"HR";1;"To amend the Balanced Budget and Emergency Deficit Control Act of 1985 to extend the discretionary spending limits through fiscal year 2007."
270;107;4768;"HR";5;"To amend the Fair Labor Standards Act of 1938 to provide access to information about sweatshop conditions in the garment industry, and for other purposes."
271;107;4769;"HR";21;"To direct the Secretary of the Army to convey a parcel of land located in Pittsburg County, Oklahoma, to the Choctaw Nation."
272;107;4770;"HR";20;"To amend the Act of June 1, 1948, to enhance homeland security and the public property protection capabilities of the Federal Government, and for other purposes."
273;107;4771;"HR";20;"To amend the Act popularly known as the Declaration of Taking Act to require that all condemnations of property by the Government proceed under that Act."
274;107;4772;"HR";18;"To suspend temporarily the duty on Cerium Sulfide."
275;107;4773;"HR";18;"To suspend temporarily the duty on 1,8 Dichloroanthraquinone."
276;107;4774;"HR";6;"To direct the Secretary of Education to make grants to States to establish antibullying programs."
277;107;4775;"HR";20;"Making supplemental appropriations for the fiscal year ending September 30, 2002, and for other purposes."
